Continent,Country,Year,Life Expectancy,Gender,BMI,Blood Pressure,Cholesterol,Lung Cancer,Liver Cancer,Stomach Cancer,Population,Population Growth
Africa,Chad,2003,46.8,women,21.3,127,4.14,66.3,204,152,4704.628,3.908918674
Americas,Chile,2003,74.4,women,27.3,126,5.07,772,330,1120,8051.012,1.050923012
Asia,China,2003,71.8,women,22.7,124,4.48,130000,96700,132000,640047.843,0.58528876
Americas,Colombia,2003,68.2,women,25.9,123,4.99,1360,772,2030,21153.274,1.489861269
Africa,Comoros,2003,58.2,women,22.1,131,4.37,3.18,7.27,5.44,289.619,2.391693241
Americas,Costa Rica,2003,75.6,women,26.4,122,4.89,80.3,69,229,2075.608,1.559149071
Europe,Croatia,2003,71.5,women,24.9,131,5.08,659,181,486,2276.413,-0.175669471
Americas,Cuba,2003,75.5,women,25.9,126,4.69,1310,301,300,5631.843,0.254631076
Asia,Cyprus,2003,76.3,women,25.7,124,5.25,37.3,10.2,27,490.494,1.526959308
Europe,Denmark,2003,75.1,women,24.8,122,5.46,1870,121,258,2719.959,0.248006988
Africa,Djibouti,2003,56,women,23.9,129,4.7,3.3,10.1,6.57,380.252,1.885781348
Americas,Dominican Republic,2003,68.2,women,26.1,126,4.61,230,196,155,4404.718,1.331123
Americas,Ecuador,2003,70.8,women,26.6,124,4.83,262,336,827,6662.346,1.738240887
Africa,Egypt,2003,66.8,women,29.4,126,4.85,920,1730,923,36122.892,1.825892003
Americas,El Salvador,2003,65.2,women,27.1,120,4.71,132,133,294,3122.538,0.709391871
Africa,Equatorial Guinea,2003,52.5,women,23.4,132,4.72,10.1,9.23,7.28,325.703,3.787226991
Africa,Eritrea,2003,55.2,women,20.7,124,4.24,19.5,44.8,43.1,1304.366,4.778536709
Europe,Estonia,2003,66.1,women,25,130,5.29,154,39.9,213,733.682,-0.606643546
Africa,Ethiopia,2003,52.9,women,20.3,124,4.19,396,1030,1130,36182.058,2.887189277
Oceania,Fiji,2003,65.5,women,28.3,127,5,11.1,10.8,12.1,400.598,0.004493484
Europe,Finland,2003,75,women,25.4,128,5.42,648,177,384,2671.411,0.212285314
Europe,France,2003,75.9,women,24.8,122,5.42,6040,1630,3280,31065.902,0.791003909
Africa,Gabon,2003,58.6,women,25.1,132,4.93,27.5,38.6,29.1,661.899,2.343909454
Africa,Gambia,2003,56.1,women,23.8,130,4.29,5.93,56.9,6.93,729.073,3.30017385
Asia,Georgia,2003,68.8,women,25.9,131,4.71,192,109,280,2220.21,-0.525551762
Europe,Germany,2003,75.8,women,25.6,128,5.56,14200,2390,8470,41785.913,0.033845821
Africa,Ghana,2003,57,women,23.6,129,4.23,120,482,332,10272.585,2.473825873
Europe,Greece,2003,76.5,women,24.8,124,4.96,1220,631,838,5652.932,0.406515401
Americas,Grenada,2003,68.6,women,26.7,125,4.73,3.21,2.76,4.07,52.037,0.171325171
Americas,Guatemala,2003,65.9,women,26.1,120,4.56,193,465,781,6371.479,2.393737722
Africa,Guinea,2003,51.7,women,22,131,4.21,67,346,167,4578.296,1.960281266
Africa,Guinea-Bissau,2003,52.1,women,22.5,130,4.15,12.9,41.9,34.9,663.905,2.356383774
Americas,Guyana,2003,62.7,women,26,124,4.43,11.1,11.3,15.8,371.852,-0.083565534
Americas,Haiti,2003,56.7,women,22.8,125,4.37,240,127,378,4515.915,1.653132544
Americas,Honduras,2003,68.7,women,26.1,122,4.59,95.5,116,252,3569.279,2.523919181
Europe,Hungary,2003,68.4,women,25.7,130,5.18,2560,358,877,5325.239,-0.207054042
Europe,Iceland,2003,78.8,women,25.6,120,5.64,71.3,3.8,16.8,143.781,0.8847881
Asia,India,2003,62.9,women,21.1,124,4.54,11300,6260,32800,533346.647,1.652467642
Asia,Indonesia,2003,65,women,22.5,127,4.64,2610,2890,5520,109875.997,1.295635713
Asia,Iraq,2003,66.5,women,28,126,4.91,368,191,230,12696.366,2.821192573
Europe,Ireland,2003,75.5,women,26.3,126,5.41,695,63.6,220,1995.223,1.729462505
Asia,Israel,2003,77.6,women,26.8,123,5.28,498,98.9,263,3183.185,1.742498725
Europe,Italy,2003,77.5,women,24.8,125,5.28,8740,3760,7690,29645.367,0.57414932
Americas,Jamaica,2003,70.2,women,26.8,125,4.74,86.9,45.6,90.5,1365.193,0.73344239
Asia,Japan,2003,78.3,women,21.9,124,5.2,22500,14100,35300,65252.239,0.169611652
Asia,Jordan,2003,70.8,women,29.1,123,5.18,55.7,22.7,52.6,2623.759,2.255916598
Asia,Kazakhstan,2003,58.9,women,25.9,129,4.92,703,450,1160,7836.654,0.781544782
Africa,Kenya,2003,51.7,women,22.7,128,4.4,216,233,627,17472.554,2.755352216
Oceania,Kiribati,2003,61.6,women,30.3,121,4.69,1.7,1.93,0.96,45.078,1.737835154
Asia,Kuwait,2003,72.7,women,30.4,126,5.32,17.7,12.1,10.6,885.993,0.664092857
Europe,Latvia,2003,65.1,women,25.2,130,5.21,200,53.6,331,1247.685,-1.101318269
Asia,Lebanon,2003,74.2,women,27.2,129,4.99,187,38,103,2170.966,4.394445032
Africa,Lesotho,2003,45,women,26.4,130,4.26,41.1,27.6,44.1,1046.986,-0.726968965
Africa,Liberia,2003,52.5,women,22.8,130,4.15,17.8,94.8,61.8,1540.238,1.66641144
Africa,Libya,2003,69.2,women,28.6,133,4.81,55.3,55.1,55.9,2714.484,1.747160284
Europe,Lithuania,2003,65.6,women,25.8,132,5.26,239,67.9,425,1823.077,-0.759433171
Europe,Luxembourg,2003,75.3,women,25.8,125,5.53,71.5,15,34.3,226.822,0.782902337
Africa,Madagascar,2003,59,women,20.7,131,4.34,91,206,190,8675.989,3.063922283
Africa,Malawi,2003,46.2,women,22.4,131,4.33,59.2,126,88.7,6088.662,2.503624611
Asia,Malaysia,2003,71.2,women,24.9,125,5.08,876,325,393,12074.668,1.894212756
Asia,Maldives,2003,71.6,women,25.7,123,4.83,1.93,1.33,2.16,146.701,2.091220354
Africa,Mali,2003,49.7,women,22.1,127,4.19,68.5,507,401,6028.197,3.077043297
Europe,Malta,2003,76.8,women,26.9,126,5.32,22.1,5.4,18.7,201.977,0.549600992
Africa,Mauritania,2003,58.7,women,25.6,129,4.36,26.1,84.1,46.7,1433.873,2.790426597
Africa,Mauritius,2003,68.8,women,25.7,131,4.94,34.6,18.2,36.1,609.912,0.598565356
Americas,Mexico,2003,72.6,women,28.1,123,5.03,2190,2350,3110,52605.394,1.47081525
Asia,Mongolia,2003,60.9,women,25.3,129,4.8,75.1,345,238,1238.626,1.112821777
Europe,Montenegro,2003,70.7,women,25.4,130,5.06,78.2,18.2,18.1,311.46,0.222029153
Africa,Morocco,2003,68.8,women,25.8,127,4.74,309,120,433,15052.206,1.173358298
Africa,Mozambique,2003,48.3,women,22.6,134,4.38,116,516,302,10059.816,2.923142324
Asia,Myanmar,2003,61,women,21.7,122,4.42,832,776,1590,24849.529,0.956328471
Africa,Namibia,2003,51.7,women,24.5,132,4.59,15,6.66,13.6,973.006,1.482702156
Asia,Nepal,2003,63.2,women,20.3,125,4.33,387,135,645,12625.173,1.457333256
Europe,Netherlands,2003,76.4,women,25.2,124,5.37,3660,285,1370,8171.578,0.538843192
Oceania,New Zealand,2003,76.9,women,26.8,121,5.35,723,59,202,2051.409,1.525750032
Americas,Nicaragua,2003,68.2,women,26.9,123,4.58,54.6,103,125,2677.899,1.439103181
Africa,Niger,2003,51.2,women,21.6,133,4.07,82.2,261,182,6362.294,3.651687773
Africa,Nigeria,2003,46.4,women,23.3,134,4.11,694,3700,1090,65339.999,2.535791449
Europe,Norway,2003,76.9,women,25.4,128,5.39,949,58.2,282,2305.223,0.516750008
Asia,Oman,2003,71.6,women,26.4,128,5.1,13.3,11.7,23.6,1053.129,1.889514212
Asia,Pakistan,2003,62.6,women,23.1,126,4.58,1550,1410,2000,74108.539,2.385492224
Americas,Panama,2003,73,women,26.9,123,4.91,74.5,43.3,119,1593.119,1.926151606
Oceania,Papua New Guinea,2003,60.5,women,25,119,4.71,124,70.9,160,3058.879,2.032627716
Americas,Paraguay,2003,68.8,women,25.5,124,4.83,127,50.8,134,2773.955,1.816615537
Americas,Peru,2003,69.2,women,25.9,121,4.81,732,653,1590,13726.371,1.00362186
Asia,Philippines,2003,64.5,women,23.1,123,4.87,2330,1360,900,41300.381,2.135674344
Europe,Poland,2003,70.4,women,25.8,130,5.2,4920,831,2090,19809.67,-0.068631445
Europe,Portugal,2003,74.3,women,26,129,5.22,724,241,1360,5387.737,0.344761051
Asia,Qatar,2003,75.6,women,28.4,128,5.28,3.57,3.17,4.44,241.979,6.185630345
Europe,Romania,2003,68,women,25,129,4.95,1610,758,1310,11118.101,-0.54250271
Africa,Rwanda,2003,51.3,women,21.6,133,4.29,51.9,123,104,4371.762,1.524695044
Oceania,Samoa,2003,67.4,women,32.4,125,4.63,1.69,1.19,2.96,85.279,0.74543994
Africa,Sao Tome and Principe,2003,62.2,women,24.1,135,4.26,2.4,0.69,5.21,76.102,1.981962666
Asia,Saudi Arabia,2003,71.5,women,28.9,127,4.96,211,383,187,10075.877,2.26521848
Africa,Senegal,2003,57.6,women,23.7,130,4.32,75.7,263,172,5382.445,2.611868097
Europe,Serbia,2003,69.5,women,25.4,131,5.04,1200,333,535,4740.56,-0.532048712
Africa,Seychelles,2003,67.9,women,27.4,129,5.29,2.54,1.21,1.71,43.127,2.054000331
Africa,Sierra Leone,2003,40.5,women,23.1,134,4.1,32.6,130,101,2618.613,4.701885392
Asia,Singapore,2003,76.9,women,23.2,123,4.9,318,102,178,2037.167,1.108177874
Europe,Slovenia,2003,73,women,26.4,131,5.26,276,45.4,188,1016.549,0.087430747
Oceania,Solomon Islands,2003,63.8,women,28,123,4.66,8.18,5.68,10.4,217.999,2.806440051
Africa,Somalia,2003,50.2,women,22.3,130,4.36,43.5,124,140,4902.742,3.323098828
Africa,South Africa,2003,50.9,women,28.6,130,4.58,1560,763,795,23686.434,1.232893702
Europe,Spain,2003,76.7,women,26.1,123,5.18,2800,1470,3380,21622.612,1.511869985
Asia,Sri Lanka,2003,69.6,women,22.8,125,4.64,243,126,360,9697.099,1.078254325
Africa,Sudan,2003,57.8,women,22.6,128,4.53,461,328,566,14682.016,2.623932138
Americas,Suriname,2003,65,women,27.1,125,4.74,15.2,10.3,10.4,241.751,1.205247999
Europe,Sweden,2003,78,women,25,125,5.14,1580,222,524,4518.61,0.291534189
Europe,Switzerland,2003,77.9,women,24.1,121,5.33,1130,169,413,3714.665,0.633710918
Asia,Tajikistan,2003,63.9,women,23.4,129,4.37,66.1,72.3,240,3258.005,1.712247191
Asia,Thailand,2003,67.9,women,24,121,5.05,5070,4460,1500,32754.202,0.829161902
Asia,Timor-Leste,2003,60.8,women,21.3,122,4.42,13.1,7.3,15.8,468.719,2.659354282
Africa,Togo,2003,53.1,women,22.2,130,4.16,46.5,127,84.8,2694.959,2.538737974
Oceania,Tonga,2003,68.8,women,33.1,125,4.87,4.33,4.08,3.57,49.327,0.933068691
Americas,Trinidad and Tobago,2003,65.2,women,27.6,125,4.76,27.6,17.1,27.8,645.905,0.570345758
Africa,Tunisia,2003,71.5,women,27.4,129,4.84,123,46.6,154,4955.877,0.888496309
Asia,Turkey,2003,68.2,women,28,126,4.84,2220,664,2420,33553.5,1.458847202
Asia,Turkmenistan,2003,60.5,women,24.1,129,4.65,55.8,61.2,119,2365.064,1.004034073
Africa,Uganda,2003,48.4,women,22,133,4.29,230,429,342,13180.488,3.193679144
Europe,Ukraine,2003,61.7,women,25.8,131,4.93,3170,752,6260,25473.819,-0.771115269
Asia,United Arab Emirates,2003,74.2,women,29.1,123,5.34,15.7,10.6,15.4,1173.726,5.378711225
Europe,United Kingdom,2003,76.2,women,26.5,127,5.43,17600,1360,4120,30456.192,0.296778589
Americas,United States,2003,74.7,women,27.9,120,5.26,94700,5950,11000,146887.185,0.84612336
Americas,Uruguay,2003,71.7,women,26,125,4.96,248,31.6,240,1718.279,-0.001571315
Asia,Uzbekistan,2003,64.7,women,24.9,124,4.49,435,360,881,12953.439,1.270802693
Oceania,Vanuatu,2003,66.9,women,27.4,131,4.72,4.01,2.12,3.93,97.334,2.644844241
Asia,Yemen,2003,59.9,women,25.6,126,4.63,223,147,379,9415.229,2.947259701
Africa,Zambia,2003,45.7,women,22.5,130,4.45,58.9,182,179,5685.882,2.662305866
Africa,Zimbabwe,2003,42.8,women,24.6,131,4.39,190,369,333,6197.522,0.696824426
Asia,Afghanistan,2004,56.7,women,20.8,125,4.27,336,219,840,11962.963,4.332075118
Europe,Albania,2004,72.5,women,25.4,129,4.91,160,82.3,140,1540.927,-0.145738399
Africa,Algeria,2004,70.9,women,25.9,130,4.84,239,129,350,16149.5,1.376802374
Africa,Angola,2004,49.2,women,22.6,130,4.5,178,228,254,9447.886,3.569859799
Americas,Antigua and Barbuda,2004,71.9,women,27,125,4.92,1.7,1.44,2.38,42.338,1.079119515
Americas,Argentina,2004,70.8,women,26.9,119,5.1,2450,762,1620,19795.649,1.027481381
Asia,Armenia,2004,69.2,women,26.6,133,4.79,168,145,185,1589.758,-0.616335035
Oceania,Australia,2004,78.3,women,26.5,120,5.28,3400,300,987,9960.987,1.298897426
Europe,Austria,2004,76.4,women,24.9,125,5.33,1370,301,764,4223.711,0.481698067
Asia,Azerbaijan,2004,65.3,women,26.8,128,4.65,206,223,506,4292.732,0.881173218
Americas,Bahamas,2004,70.4,women,28.6,125,5.21,10,5.38,11.6,163.97,1.859904582
Asia,Bahrain,2004,74.4,women,28.2,132,5.19,15.6,5.39,8.62,336.655,4.932518779
Asia,Bangladesh,2004,66.8,women,20,125,4.39,2660,692,2570,66741.555,1.707151489
Americas,Barbados,2004,71.6,women,28.8,127,4.94,8.6,7.11,16.2,143.113,0.363266594
Europe,Belarus,2004,62.5,women,26.3,130,5.11,437,147,1450,5121.497,-0.529061787
Europe,Belgium,2004,75.8,women,25.1,124,5.41,1660,253,651,5340.455,0.546463005
Americas,Belize,2004,66.1,women,29.2,121,4.74,4.74,5.81,5.66,137.43,2.675402879
Africa,Benin,2004,55.4,women,23.4,130,4.28,65.6,198,125,3913.01,2.940302143
Asia,Bhutan,2004,63.9,women,22.4,125,4.5,5.64,3.28,9.45,305.108,1.156086612
Europe,Bosnia and Herzegovina,2004,72.4,women,26.1,133,4.76,344,139,204,1915.273,0.052343686
Africa,Botswana,2004,49,women,25.7,133,4.72,40.4,19.7,24.3,908.062,1.705466296
Americas,Brazil,2004,67.9,women,25.6,125,4.89,8000,2890,5720,93013.715,1.250809574
Europe,Bulgaria,2004,69,women,25.3,129,5.07,603,290,709,3975.713,-0.748831231
Africa,Burkina Faso,2004,51.6,women,21.3,130,4.11,76,309,262,6607.939,2.875960774
Africa,Burundi,2004,50.8,women,21,133,4.16,44.9,113,133,3619.552,3.156730143
Asia,Cambodia,2004,59.9,women,21.3,118,4.48,348,157,380,6725.421,1.659093475
Africa,Cameroon,2004,51.4,women,24.3,126,4.34,207,539,343,8661.01,2.700750328
Americas,Canada,2004,77.6,women,26.4,120,5.23,9170,557,2210,16045.711,1.024606665
Africa,Central African Republic,2004,42.9,women,21.9,130,4.31,57.7,72.5,99.9,2003.719,1.976244956
Africa,Chad,2004,47,women,21.4,127,4.13,69.7,207,156,4884.658,3.826657496
Americas,Chile,2004,74.6,women,27.4,126,5.06,815,343,1130,8134.816,1.040912621
Asia,China,2004,72.2,women,22.8,124,4.51,137000,97800,132000,643685.783,0.568385636
Americas,Colombia,2004,68.4,women,26,124,4.97,1410,794,2060,21455.009,1.426422217
Africa,Comoros,2004,58.3,women,22.2,131,4.36,3.23,7.44,5.31,296.524,2.384166785
Americas,Costa Rica,2004,75.7,women,26.5,122,4.89,82.2,70,233,2106.442,1.485540622
Europe,Croatia,2004,71.7,women,24.9,131,5.07,684,182,477,2273.241,-0.139342026
Americas,Cuba,2004,75.8,women,26,126,4.68,1370,308,311,5642.192,0.183758674
Asia,Cyprus,2004,76.4,women,25.7,124,5.24,41,11.1,29.1,498.402,1.612252138
Europe,Denmark,2004,75.4,women,24.9,121,5.45,1940,121,256,2727.436,0.27489385
Africa,Djibouti,2004,56.2,women,23.9,129,4.68,3.43,10.5,6.69,385.823,1.465081052
Americas,Dominican Republic,2004,68.4,women,26.3,126,4.62,234,199,157,4462.66,1.315453112
Americas,Ecuador,2004,71,women,26.7,124,4.83,281,348,831,6776.51,1.713570565
Africa,Egypt,2004,67,women,29.5,125,4.86,960,1890,940,36772.336,1.797873769
Americas,El Salvador,2004,65.4,women,27.2,120,4.71,139,138,296,3143.437,0.669295298
Africa,Equatorial Guinea,2004,52.8,women,23.7,132,4.75,10.6,9.38,7.06,338.312,3.871318348
Africa,Eritrea,2004,55.9,women,20.8,125,4.23,20.4,46.7,44.2,1363.325,4.52012702
Europe,Estonia,2004,66.6,women,25,130,5.28,160,41.9,207,729.446,-0.577361854
Africa,Ethiopia,2004,53.8,women,20.3,125,4.19,404,1060,1120,37217.654,2.862181029
Oceania,Fiji,2004,65.7,women,28.5,127,5.01,11.8,11.1,12.4,401.094,0.123814897
Europe,Finland,2004,75.3,women,25.5,128,5.4,665,182,375,2677.736,0.236766263
Europe,France,2004,76.3,women,24.8,122,5.4,6460,1710,3170,31306.172,0.773420324
Africa,Gabon,2004,58.9,women,25.2,132,4.92,27.6,39,29.4,677.959,2.426352057
Africa,Gambia,2004,56.5,women,24,130,4.28,6.06,58.4,7.02,752.805,3.255092426
Asia,Georgia,2004,68.9,women,26,131,4.71,204,107,290,2212.265,-0.357849032
Europe,Germany,2004,76,women,25.6,127,5.51,14700,2400,8330,41776.787,-0.021839896
Africa,Ghana,2004,57.4,women,23.8,129,4.22,125,478,345,10529.202,2.49807619
Europe,Greece,2004,76.7,women,24.8,124,4.95,1260,630,849,5666.695,0.243466576
Americas,Grenada,2004,68.8,women,26.8,125,4.73,3.25,2.79,4.03,52.107,0.134519669
Americas,Guatemala,2004,66.2,women,26.2,121,4.55,200,505,809,6522.089,2.363815372
Africa,Guinea,2004,52.1,women,22.1,132,4.2,67.5,351,168,4669.211,1.985782483
Africa,Guinea-Bissau,2004,52.3,women,22.6,130,4.13,13.3,41.8,36.2,679.741,2.385281027
Americas,Guyana,2004,62.8,women,26.1,124,4.43,11.4,11.5,16,371.948,0.025816723
Americas,Haiti,2004,57,women,22.9,125,4.37,246,129,380,4589.794,1.635969676
Americas,Honduras,2004,68.9,women,26.2,122,4.58,100,120,257,3656.85,2.453464691
Europe,Hungary,2004,68.6,women,25.7,130,5.18,2660,353,871,5313.236,-0.225398334
Europe,Iceland,2004,79,women,25.7,120,5.63,73.7,3.97,16.7,145.259,1.027952233
Asia,India,2004,63.3,women,21.1,124,4.53,11700,6540,33000,541973.982,1.617584933
Asia,Indonesia,2004,65.1,women,22.6,127,4.65,2670,2940,5510,111283.965,1.281415449
Asia,Iraq,2004,66.2,women,28.1,126,4.91,382,196,235,13023.971,2.580305262
Europe,Ireland,2004,75.9,women,26.3,126,5.39,736,67.8,222,2032.769,1.881794667
Asia,Israel,2004,77.9,women,26.9,123,5.25,513,101,263,3242.234,1.855028847
Europe,Italy,2004,77.8,women,24.8,125,5.28,8900,3830,7480,29821.759,0.59500697
Americas,Jamaica,2004,70.5,women,26.8,125,4.73,90.5,46,91.1,1374.337,0.669795406
Asia,Japan,2004,78.5,women,21.9,123,5.2,23400,14300,35600,65352.535,0.153705071
Asia,Jordan,2004,71,women,29.1,123,5.16,60.5,24.3,57,2697.018,2.792139065
Asia,Kazakhstan,2004,59.3,women,26.1,129,4.92,702,451,1170,7909.533,0.929975982
Africa,Kenya,2004,52.9,women,22.8,129,4.39,217,240,629,17954.877,2.760460778
Oceania,Kiribati,2004,61.8,women,30.5,121,4.7,1.75,1.99,0.99,45.913,1.852344825
Asia,Kuwait,2004,72.7,women,30.6,125,5.29,17.8,11.8,10.5,899.809,1.559380266
Europe,Latvia,2004,65.3,women,25.3,130,5.2,208,55.7,328,1233.635,-1.12608551
Asia,Lebanon,2004,74.6,women,27.4,129,4.99,209,39.2,106,2251.005,3.686791963
Africa,Lesotho,2004,45.1,women,26.5,130,4.26,44.2,28.2,44.3,1038.607,-0.800297234
Africa,Liberia,2004,53.3,women,22.8,131,4.13,18.5,94.3,63.6,1568.658,1.845169383
Africa,Libya,2004,69.3,women,28.7,133,4.79,57.5,56.8,57.2,2761.608,1.736020548
Europe,Lithuania,2004,65.7,women,25.9,131,5.24,243,72.8,416,1807.752,-0.840611779
Europe,Luxembourg,2004,75.6,women,25.9,124,5.51,73.5,15.5,33,229.015,0.966837432
Africa,Madagascar,2004,59.5,women,20.7,131,4.33,94.1,213,192,8938.678,3.027770091
Africa,Malawi,2004,47.1,women,22.5,132,4.33,60.9,134,91.5,6244.565,2.560546143
Asia,Malaysia,2004,71.3,women,25,125,5.09,928,339,391,12297.492,1.845384072
Asia,Maldives,2004,72.4,women,25.8,123,4.84,1.99,1.37,2.08,149.712,2.05247408
Africa,Mali,2004,50.6,women,22.3,128,4.17,69.4,519,399,6218.014,3.148818793
Europe,Malta,2004,77,women,26.9,126,5.3,23.4,5.64,18.9,203.007,0.509959055
Africa,Mauritania,2004,58.9,women,25.7,129,4.34,26.5,84.9,48.2,1474.31,2.820124237
Africa,Mauritius,2004,69,women,25.8,131,4.93,35.4,19.1,36.9,613.237,0.545160613
Americas,Mexico,2004,72.7,women,28.2,123,5.05,2220,2420,3180,53379.978,1.472442161
Asia,Mongolia,2004,61.2,women,25.4,129,4.78,74.8,390,237,1253.482,1.199393522
Europe,Montenegro,2004,70.9,women,25.5,130,5.05,79.7,18.3,18.3,312.236,0.249149168
Africa,Morocco,2004,69.4,women,25.9,127,4.73,320,124,437,15229.1,1.175203156
Africa,Mozambique,2004,48.9,women,22.7,134,4.38,120,529,301,10351.803,2.902508356
Asia,Myanmar,2004,61.3,women,21.9,122,4.44,857,787,1560,25069.955,0.88704297
Africa,Namibia,2004,51.6,women,24.6,133,4.59,15.3,6.86,13.5,987.688,1.508932113
Asia,Nepal,2004,63.7,women,20.4,125,4.32,400,140,660,12794.317,1.339736097
Europe,Netherlands,2004,76.8,women,25.2,123,5.34,3930,304,1380,8212.956,0.506364866
Oceania,New Zealand,2004,77.3,women,26.9,120,5.32,746,61.2,203,2081.594,1.471427687
Americas,Nicaragua,2004,68.5,women,27.1,123,4.58,57.8,107,127,2715.975,1.421860944
Africa,Niger,2004,51.8,women,21.7,133,4.06,85.3,265,189,6596.448,3.680339198
Africa,Nigeria,2004,46.9,women,23.4,135,4.11,706,3670,1070,67011.754,2.558547636
Europe,Norway,2004,77.2,women,25.5,127,5.37,988,60.9,274,2318.562,0.5786425
Asia,Oman,2004,72,women,26.5,128,5.09,13.8,11.8,23.7,1072.245,1.815162245
Asia,Pakistan,2004,62.8,women,23.2,126,4.58,1590,1460,2000,75850.289,2.350268975
Americas,Panama,2004,73.2,women,27,123,4.91,77.2,45.8,126,1623.489,1.906323382
Oceania,Papua New Guinea,2004,60.8,women,25.2,119,4.72,129,73.4,166,3122.848,2.091256307
Americas,Paraguay,2004,69,women,25.5,124,4.82,132,52.2,134,2821.589,1.717187193
Americas,Peru,2004,69.5,women,25.9,120,4.8,753,675,1600,13852.761,0.920782339
Asia,Philippines,2004,64.5,women,23.1,123,4.88,2390,1300,876,42139.061,2.030683446
Europe,Poland,2004,70.7,women,25.8,130,5.19,5060,816,2060,19798.158,-0.058113033
Europe,Portugal,2004,74.7,women,26.1,129,5.21,751,245,1340,5407.332,0.363696298
Asia,Qatar,2004,75.7,women,28.5,128,5.28,3.76,3.31,4.63,259.402,7.200211589
Europe,Romania,2004,68.4,women,25,129,4.94,1620,780,1280,11052.729,-0.587978109
Africa,Rwanda,2004,52.7,women,21.8,134,4.29,52.5,123,98,4434.02,1.424093992
Oceania,Samoa,2004,67.7,women,32.7,126,4.64,1.74,1.23,3.02,85.938,0.772757654
Africa,Sao Tome and Principe,2004,62.5,women,24.3,135,4.25,2.46,0.7,5.26,77.74,2.152374445
Asia,Saudi Arabia,2004,71.6,women,29,127,4.94,219,394,187,10308.767,2.311362078
Africa,Senegal,2004,58.3,women,23.8,130,4.3,78.4,266,180,5524.666,2.642312183
Europe,Serbia,2004,69.7,women,25.5,131,5.05,1260,335,535,4716.847,-0.500215164
Africa,Seychelles,2004,67.9,women,27.6,129,5.27,2.61,1.21,1.71,43.859,1.697312588
Africa,Sierra Leone,2004,41.5,women,23.3,134,4.08,35.5,134,107,2734.985,4.444032012
Asia,Singapore,2004,77.3,women,23.1,123,4.98,337,107,186,2066.958,1.462373973
Europe,Slovenia,2004,73.4,women,26.5,131,5.25,292,47.1,186,1017.868,0.129752722
Oceania,Solomon Islands,2004,64.3,women,28.2,123,4.66,8.49,5.94,10.9,223.964,2.736251084
Africa,Somalia,2004,50.5,women,22.3,130,4.35,44.5,127,140,5060.984,3.22762242
Africa,South Africa,2004,50.4,women,28.8,130,4.6,1570,776,795,23976.13,1.223046069
Europe,Spain,2004,77,women,26.2,123,5.17,2990,1490,3390,21962.559,1.572182861
Asia,Sri Lanka,2004,70,women,22.8,125,4.65,254,134,364,9802.666,1.088645171
Africa,Sudan,2004,58.2,women,22.7,129,4.53,479,338,572,15060.068,2.574932489
Americas,Suriname,2004,65.2,women,27.2,125,4.74,15.7,10.5,10.3,244.623,1.187999222
Europe,Sweden,2004,78.2,women,25,124,5.1,1670,220,522,4535.589,0.375757147
Europe,Switzerland,2004,78.2,women,24.1,121,5.3,1150,174,402,3741.184,0.713900177
